page_number,file_offset
2,4096
3,8192
4,12288
674,2756608
675,2760704
1267,5185536
1588,6500352
1589,6504448
1640,6713344
1641,6717440
1866,7639040
2390,9785344
2909,11911168
3071,12574720
3183,13033472
3433,14057472
3964,16232448
4479,18341888
4552,18640896
4699,19243008
4998,20467712
5532,22654976
5598,22925312
5864,24014848
6053,24788992
6570,26906624
6729,27557888
7092,29044736
7155,29302784
7622,31215616
7959,32595968
8150,33378304
8471,34693120
8673,35520512
9178,37588992
9711,39772160
9756,39956480
10227,41885696
10626,43520000
10758,44060672
11052,45264896
11284,46215168
11808,48361472
12175,49864704
12243,50143232
12357,50610176
12385,50724864
12873,52723712
13392,54849536
13674,56004608
13925,57032704
14374,58871808
14499,59383808
15060,61681664
15068,61714432
15596,63877120
15685,64241664
16117,66011136
16363,67018752
16555,67805184
16605,68009984
17083,69967872
17552,71888896
17565,71942144
18071,74014720
18599,76177408
18853,77217792
18963,77668352
19142,78401536
19638,80433152
20128,82440192
20156,82554880
20346,83333120
20679,84697088
21202,86839296
21422,87740416
21724,88977408
22262,91181056
22737,93126656
22786,93327360
22894,93769728
23042,94375936
23203,95035392
23334,95571968
23882,97816576
24092,98676736
24408,99971072
24552,100560896
24960,102232064
25412,104083456
25460,104280064
25461,104284160
25462,104288256
25464,104296448
25465,104300544
25466,104304640
25467,104308736
25468,104312832
25469,104316928
25471,104325120
25472,104329216
25473,104333312
25474,104337408
25476,104345600
25477,104349696
25478,104353792
25480,104361984
25481,104366080
25482,104370176
25483,104374272
25484,104378368
25485,104382464
25486,104386560
25488,104394752
25489,104398848
25490,104402944
25492,104411136
25493,104415232
25495,104423424
25497,104431616
25498,104435712
25499,104439808
25500,104443904
25501,104448000
25502,104452096
25503,104456192
25505,104464384
25506,104468480
25507,104472576
25508,104476672
25509,104480768
25511,104488960
25513,104497152
25514,104501248
25515,104505344
25516,104509440
25517,104513536
25518,104517632
25520,104525824
25521,104529920
25522,104534016
25523,104538112
25524,104542208
25525,104546304
25526,104550400
25528,104558592
25529,104562688
25530,104566784
25531,104570880
25532,104574976
25533,104579072
25536,104591360
25537,104595456
25539,104603648
25540,104607744
25541,104611840
25542,104615936
25544,104624128
25545,104628224
25547,104636416
25548,104640512
25549,104644608
25550,104648704
25552,104656896
25554,104665088
25556,104673280
25557,104677376
25558,104681472
25559,104685568
25560,104689664
25563,104701952
25564,104706048
25565,104710144
25566,104714240
25568,104722432
25569,104726528
25571,104734720
25572,104738816
25573,104742912
25574,104747008
25577,104759296
25578,104763392
25579,104767488
26007,106520576
